"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","BREST-ubuntu",,,,"User:","abdallah"
"Cmdline:","dstat -t -cdmnl --output /home/abdallah/git/gitlab.uni.lu/aibrahim/presence/presence/cli/Tmp/campaigndstat.csv 1 181",,,,"Date:","30 Oct 2019 16:50:25 CET"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",,"load avg",,
31-10 17:02:08,90.201,1.256,8.543,0.0,0.0,0.0,0.0,172032.0,2665431040.0,135385088.0,1313488896.0,4158074880.0,0.0,0.0,4.390,2.540,1.330
31-10 17:02:09,94.987,1.754,3.258,0.0,0.0,0.0,0.0,524288.0,2804228096.0,135393280.0,1313583104.0,4019175424.0,0.0,0.0,4.390,2.540,1.330
31-10 17:02:10,47.750,1.750,50.0,0.500,0.0,0.0,0.0,98304.0,2212253696.0,135393280.0,1313497088.0,4611235840.0,0.0,0.0,4.200,2.540,1.340
31-10 17:02:11,50.627,0.752,48.622,0.0,0.0,0.0,0.0,77824.0,2260856832.0,135401472.0,1313501184.0,4562620416.0,0.0,0.0,4.200,2.540,1.340
31-10 17:02:12,73.935,1.253,24.812,0.0,0.0,0.0,0.0,0.0,2299289600.0,135401472.0,1313501184.0,4524187648.0,0.0,0.0,4.200,2.540,1.340
31-10 17:02:13,62.657,1.253,36.090,0.0,0.0,0.0,0.0,24576.0,2334351360.0,135401472.0,1313742848.0,4488884224.0,0.0,0.0,4.200,2.540,1.340
31-10 17:02:14,58.291,0.754,40.704,0.251,0.0,0.0,0.0,200704.0,2408169472.0,135409664.0,1313247232.0,4415553536.0,0.0,0.0,4.200,2.540,1.340
31-10 17:02:15,52.130,0.752,47.118,0.0,0.0,0.0,0.0,143360.0,2429083648.0,135409664.0,1313484800.0,4394401792.0,0.0,0.0,3.940,2.510,1.330
31-10 17:02:16,52.261,1.256,46.482,0.0,0.0,0.0,0.0,69632.0,2572140544.0,135409664.0,1310949376.0,4253880320.0,0.0,0.0,3.940,2.510,1.330
31-10 17:02:17,49.0,1.500,49.250,0.250,0.0,0.0,0.0,2748416.0,2224300032.0,135409664.0,1313550336.0,4599119872.0,0.0,0.0,3.940,2.510,1.330
31-10 17:02:18,49.626,0.998,49.377,0.0,0.0,0.0,0.0,0.0,2261024768.0,135409664.0,1313583104.0,4562362368.0,0.0,0.0,3.940,2.510,1.330
31-10 17:02:19,66.247,1.008,31.234,1.511,0.0,0.0,0.0,217088.0,2296532992.0,135417856.0,1313583104.0,4526845952.0,0.0,0.0,3.940,2.510,1.330
31-10 17:02:20,51.250,0.250,48.250,0.250,0.0,0.0,0.0,102400.0,2355097600.0,135426048.0,1313562624.0,4468293632.0,0.0,0.0,3.780,2.500,1.340
31-10 17:02:21,53.652,1.259,45.088,0.0,0.0,0.0,0.0,20480.0,2399838208.0,135426048.0,1313349632.0,4423766016.0,0.0,0.0,3.780,2.500,1.340
31-10 17:02:22,51.880,0.752,47.118,0.251,0.0,0.0,0.0,167936.0,2421104640.0,135426048.0,1313570816.0,4402278400.0,0.0,0.0,3.780,2.500,1.340
31-10 17:02:23,68.593,0.754,30.653,0.0,0.0,0.0,0.0,258048.0,2569281536.0,135434240.0,1312550912.0,4255113216.0,0.0,0.0,3.780,2.500,1.340
31-10 17:02:24,42.821,1.511,53.401,2.267,0.0,0.0,0.0,2768896.0,2234920960.0,135434240.0,1313570816.0,4588453888.0,0.0,0.0,3.780,2.500,1.340
31-10 17:02:25,50.125,0.998,48.878,0.0,0.0,0.0,0.0,0.0,2263859200.0,135434240.0,1313550336.0,4559536128.0,0.0,0.0,3.560,2.480,1.340
31-10 17:02:26,66.667,1.515,31.818,0.0,0.0,0.0,0.0,16384.0,2330095616.0,135434240.0,1313550336.0,4493299712.0,0.0,0.0,3.560,2.480,1.340
31-10 17:02:27,84.131,0.756,15.113,0.0,0.0,0.0,0.0,12288.0,2400817152.0,135434240.0,1313583104.0,4422545408.0,0.0,0.0,3.560,2.480,1.340
31-10 17:02:28,92.982,2.005,5.013,0.0,0.0,0.0,0.0,36864.0,2492129280.0,135434240.0,1313353728.0,4331462656.0,0.0,0.0,3.560,2.480,1.340
31-10 17:02:29,92.695,1.763,5.290,0.252,0.0,0.0,0.0,290816.0,2532200448.0,135450624.0,1313210368.0,4291518464.0,0.0,0.0,3.560,2.480,1.340
31-10 17:02:30,97.990,1.256,0.754,0.0,0.0,0.0,0.0,24576.0,2552258560.0,135450624.0,1313333248.0,4271337472.0,0.0,0.0,3.760,2.530,1.360
31-10 17:02:31,78.446,1.754,19.799,0.0,0.0,0.0,0.0,208896.0,2668380160.0,135450624.0,1313550336.0,4154998784.0,0.0,0.0,3.760,2.530,1.360
31-10 17:02:32,95.729,1.759,2.513,0.0,0.0,0.0,0.0,40960.0,2793811968.0,135450624.0,1310732288.0,4032385024.0,0.0,0.0,3.760,2.530,1.360
31-10 17:02:33,87.277,2.545,10.178,0.0,0.0,0.0,0.0,2748416.0,2436296704.0,135450624.0,1313198080.0,4387434496.0,0.0,0.0,3.760,2.530,1.360
31-10 17:02:34,89.250,1.250,9.500,0.0,0.0,0.0,0.0,401408.0,2499706880.0,135458816.0,1313492992.0,4323721216.0,0.0,0.0,3.760,2.530,1.360
31-10 17:02:35,86.432,2.010,11.307,0.251,0.0,0.0,0.0,45056.0,2670129152.0,135458816.0,1313579008.0,4153212928.0,0.0,0.0,3.700,2.540,1.370
31-10 17:02:36,97.500,1.500,1.0,0.0,0.0,0.0,0.0,2682880.0,2717765632.0,135458816.0,1313542144.0,4105613312.0,0.0,0.0,3.700,2.540,1.370
31-10 17:02:37,88.722,2.757,7.769,0.251,0.0,0.501,0.0,81920.0,2354995200.0,135458816.0,1313574912.0,4468350976.0,0.0,0.0,3.700,2.540,1.370
31-10 17:02:38,81.170,1.272,17.557,0.0,0.0,0.0,0.0,8192.0,2410070016.0,135458816.0,1313583104.0,4413267968.0,0.0,0.0,3.700,2.540,1.370
31-10 17:02:39,92.965,1.508,5.528,0.0,0.0,0.0,0.0,311296.0,2496102400.0,135475200.0,1313349632.0,4327452672.0,0.0,0.0,3.700,2.540,1.370
31-10 17:02:40,93.467,1.508,5.025,0.0,0.0,0.0,0.0,0.0,2506108928.0,135475200.0,1313198080.0,4317597696.0,0.0,0.0,3.720,2.570,1.380
31-10 17:02:41,90.704,2.261,7.035,0.0,0.0,0.0,0.0,143360.0,2536321024.0,135475200.0,1313320960.0,4287262720.0,0.0,0.0,3.720,2.570,1.380
31-10 17:02:42,87.186,2.010,10.804,0.0,0.0,0.0,0.0,90112.0,2666606592.0,135475200.0,1313558528.0,4156739584.0,0.0,0.0,3.720,2.570,1.380
31-10 17:02:43,96.985,1.508,1.508,0.0,0.0,0.0,0.0,40960.0,2812903424.0,135475200.0,1311088640.0,4012912640.0,0.0,0.0,3.720,2.570,1.380
31-10 17:02:44,86.869,2.020,11.111,0.0,0.0,0.0,0.0,2981888.0,2426179584.0,135483392.0,1313431552.0,4397285376.0,0.0,0.0,3.720,2.570,1.380
31-10 17:02:45,86.398,1.763,11.839,0.0,0.0,0.0,0.0,176128.0,2501332992.0,135483392.0,1313607680.0,4321955840.0,0.0,0.0,3.820,2.610,1.400
31-10 17:02:46,93.500,2.0,4.500,0.0,0.0,0.0,0.0,36864.0,2576785408.0,135483392.0,1313628160.0,4246482944.0,0.0,0.0,3.820,2.610,1.400
31-10 17:02:47,95.0,2.0,3.0,0.0,0.0,0.0,0.0,2715648.0,2289176576.0,135483392.0,1313894400.0,4533825536.0,0.0,0.0,3.820,2.610,1.400
31-10 17:02:48,82.915,2.261,14.824,0.0,0.0,0.0,0.0,53248.0,2338279424.0,135483392.0,1313636352.0,4484980736.0,0.0,0.0,3.820,2.610,1.400
31-10 17:02:49,83.417,0.754,13.819,2.010,0.0,0.0,0.0,253952.0,2416386048.0,135491584.0,1313632256.0,4406870016.0,0.0,0.0,3.820,2.610,1.400
31-10 17:02:50,95.500,2.0,2.500,0.0,0.0,0.0,0.0,94208.0,2484039680.0,135499776.0,1313394688.0,4339445760.0,0.0,0.0,4.0,2.660,1.430
31-10 17:02:51,94.975,1.508,3.518,0.0,0.0,0.0,0.0,0.0,2531069952.0,135499776.0,1313271808.0,4292538368.0,0.0,0.0,4.0,2.660,1.430
31-10 17:02:52,86.717,1.003,12.281,0.0,0.0,0.0,0.0,176128.0,2567450624.0,135499776.0,1313443840.0,4255985664.0,0.0,0.0,4.0,2.660,1.430
31-10 17:02:53,91.729,1.003,7.268,0.0,0.0,0.0,0.0,94208.0,2661740544.0,135499776.0,1313628160.0,4161511424.0,0.0,0.0,4.0,2.660,1.430
31-10 17:02:54,97.0,1.500,1.500,0.0,0.0,0.0,0.0,2936832.0,2764521472.0,135507968.0,1313288192.0,4059062272.0,0.0,0.0,4.0,2.660,1.430
31-10 17:02:55,85.930,2.010,11.809,0.0,0.0,0.251,0.0,73728.0,2449477632.0,135507968.0,1313550336.0,4373843968.0,0.0,0.0,4.0,2.690,1.440
31-10 17:02:56,81.955,2.506,15.539,0.0,0.0,0.0,0.0,184320.0,2558160896.0,135507968.0,1313570816.0,4265140224.0,0.0,0.0,4.0,2.690,1.440
31-10 17:02:57,96.491,2.256,1.253,0.0,0.0,0.0,0.0,20480.0,2657730560.0,135507968.0,1313566720.0,4165574656.0,0.0,0.0,4.0,2.690,1.440
31-10 17:02:58,92.768,3.242,3.741,0.0,0.0,0.249,0.0,2715648.0,2330554368.0,135507968.0,1313517568.0,4492800000.0,0.0,0.0,4.0,2.690,1.440
31-10 17:02:59,87.626,1.515,10.859,0.0,0.0,0.0,0.0,262144.0,2397126656.0,135516160.0,1313542144.0,4426194944.0,0.0,0.0,4.0,2.690,1.440
31-10 17:03:00,89.474,2.005,8.521,0.0,0.0,0.0,0.0,106496.0,2491912192.0,135524352.0,1313828864.0,4331114496.0,0.0,0.0,4.0,2.710,1.460
31-10 17:03:01,95.980,0.754,3.266,0.0,0.0,0.0,0.0,0.0,2497806336.0,135524352.0,1313435648.0,4325613568.0,0.0,0.0,4.0,2.710,1.460
31-10 17:03:02,94.500,1.750,3.750,0.0,0.0,0.0,0.0,24576.0,2549129216.0,135524352.0,1313439744.0,4274286592.0,0.0,0.0,4.0,2.710,1.460
31-10 17:03:03,94.710,2.015,3.275,0.0,0.0,0.0,0.0,176128.0,2645856256.0,135524352.0,1313652736.0,4177346560.0,0.0,0.0,4.0,2.710,1.460
31-10 17:03:04,96.0,1.500,2.500,0.0,0.0,0.0,0.0,118784.0,2835099648.0,135532544.0,1313648640.0,3988099072.0,0.0,0.0,4.0,2.710,1.460
31-10 17:03:05,97.744,2.256,0.0,0.0,0.0,0.0,0.0,258048.0,2900254720.0,135540736.0,1313054720.0,3923529728.0,0.0,0.0,4.400,2.810,1.500
31-10 17:03:06,97.487,1.508,0.754,0.0,0.0,0.251,0.0,2715648.0,2541432832.0,135540736.0,1313251328.0,4282155008.0,0.0,0.0,4.400,2.810,1.500
31-10 17:03:07,98.254,1.247,0.499,0.0,0.0,0.0,0.0,32768.0,2584915968.0,135540736.0,1313300480.0,4238622720.0,0.0,0.0,4.400,2.810,1.500
31-10 17:03:08,95.285,1.737,2.978,0.0,0.0,0.0,0.0,159744.0,2668318720.0,135540736.0,1313779712.0,4154740736.0,0.0,0.0,4.400,2.810,1.500
31-10 17:03:09,96.465,1.768,1.768,0.0,0.0,0.0,0.0,77824.0,2689703936.0,135540736.0,1313628160.0,4133507072.0,0.0,0.0,4.400,2.810,1.500
31-10 17:03:10,97.990,2.010,0.0,0.0,0.0,0.0,0.0,282624.0,2857660416.0,135548928.0,1313599488.0,3965571072.0,0.0,0.0,4.530,2.870,1.520
31-10 17:03:11,97.512,2.239,0.249,0.0,0.0,0.0,0.0,65536.0,2917892096.0,135557120.0,1312075776.0,3906854912.0,0.0,0.0,4.530,2.870,1.520
31-10 17:03:12,95.960,1.010,3.030,0.0,0.0,0.0,0.0,2732032.0,2582802432.0,135557120.0,1313251328.0,4240769024.0,0.0,0.0,4.530,2.870,1.520
31-10 17:03:13,96.482,2.764,0.754,0.0,0.0,0.0,0.0,49152.0,2611281920.0,135557120.0,1313583104.0,4211957760.0,0.0,0.0,4.530,2.870,1.520
31-10 17:03:14,97.487,1.759,0.754,0.0,0.0,0.0,0.0,204800.0,2729279488.0,135557120.0,1313828864.0,4093714432.0,0.0,0.0,4.530,2.870,1.520
31-10 17:03:15,97.750,1.500,0.500,0.0,0.0,0.250,0.0,253952.0,2849071104.0,135565312.0,1313419264.0,3974324224.0,0.0,0.0,4.570,2.900,1.540
31-10 17:03:16,97.250,2.500,0.250,0.0,0.0,0.0,0.0,2682880.0,2913611776.0,135565312.0,1313300480.0,3909902336.0,0.0,0.0,4.570,2.900,1.540
31-10 17:03:17,97.756,1.746,0.499,0.0,0.0,0.0,0.0,40960.0,2541309952.0,135565312.0,1313366016.0,4282138624.0,0.0,0.0,4.570,2.900,1.540
31-10 17:03:18,95.750,2.500,1.750,0.0,0.0,0.0,0.0,278528.0,2614480896.0,135573504.0,1313615872.0,4208709632.0,0.0,0.0,4.570,2.900,1.540
31-10 17:03:19,96.992,0.752,2.256,0.0,0.0,0.0,0.0,45056.0,2757152768.0,135573504.0,1313652736.0,4066000896.0,0.0,0.0,4.570,2.900,1.540
31-10 17:03:20,95.739,2.757,1.504,0.0,0.0,0.0,0.0,2904064.0,2898673664.0,135581696.0,1313415168.0,3924709376.0,0.0,0.0,4.680,2.950,1.570
31-10 17:03:21,95.262,4.239,0.499,0.0,0.0,0.0,0.0,53248.0,2952273920.0,135581696.0,1320415232.0,3864109056.0,0.0,0.0,4.680,2.950,1.570
31-10 17:03:22,97.487,2.513,0.0,0.0,0.0,0.0,0.0,32768.0,2979602432.0,135581696.0,1356500992.0,3800694784.0,0.0,0.0,4.680,2.950,1.570
31-10 17:03:23,97.750,2.0,0.250,0.0,0.0,0.0,0.0,86016.0,3029639168.0,135589888.0,1391915008.0,3715235840.0,0.0,0.0,4.680,2.950,1.570
31-10 17:03:24,98.504,1.496,0.0,0.0,0.0,0.0,0.0,24576.0,3051814912.0,135589888.0,1428774912.0,3656200192.0,0.0,0.0,4.680,2.950,1.570
31-10 17:03:25,97.500,2.250,0.250,0.0,0.0,0.0,0.0,360448.0,3088310272.0,135598080.0,1466081280.0,3582390272.0,0.0,0.0,4.790,3.0,1.590
31-10 17:03:26,97.257,2.743,0.0,0.0,0.0,0.0,0.0,45056.0,3124596736.0,135598080.0,1502687232.0,3509497856.0,0.0,0.0,4.790,3.0,1.590
31-10 17:03:27,97.750,2.250,0.0,0.0,0.0,0.0,0.0,36864.0,3280961536.0,135598080.0,1538125824.0,3317694464.0,0.0,0.0,4.790,3.0,1.590
31-10 17:03:28,96.734,3.015,0.0,0.0,0.0,0.251,8192.0,45133824.0,3349532672.0,135614464.0,1562836992.0,3224395776.0,0.0,0.0,4.790,3.0,1.590
31-10 17:03:29,94.264,1.496,3.242,0.748,0.0,0.249,0.0,75497472.0,3004944384.0,135614464.0,1565663232.0,3566157824.0,0.0,0.0,4.790,3.0,1.590
31-10 17:03:30,79.597,1.259,7.809,11.335,0.0,0.0,0.0,89128960.0,3074207744.0,135618560.0,1565868032.0,3496685568.0,0.0,0.0,4.880,3.050,1.610
31-10 17:03:31,47.382,1.496,12.219,38.903,0.0,0.0,0.0,45776896.0,3238547456.0,135630848.0,1565581312.0,3332620288.0,0.0,0.0,4.880,3.050,1.610
31-10 17:03:32,93.216,4.020,2.764,0.0,0.0,0.0,0.0,77824.0,2791895040.0,135630848.0,1313275904.0,4031578112.0,0.0,0.0,4.880,3.050,1.610
31-10 17:03:33,97.500,1.750,0.750,0.0,0.0,0.0,0.0,2715648.0,2514968576.0,135630848.0,1313169408.0,4308611072.0,0.0,0.0,4.880,3.050,1.610
31-10 17:03:34,89.750,3.0,7.0,0.0,0.0,0.250,0.0,212992.0,2549108736.0,135630848.0,1313591296.0,4274049024.0,0.0,0.0,4.880,3.050,1.610
31-10 17:03:35,97.243,1.504,1.253,0.0,0.0,0.0,0.0,45056.0,2694459392.0,135630848.0,1313624064.0,4128665600.0,0.0,0.0,4.890,3.090,1.630
31-10 17:03:36,90.932,2.267,6.549,0.252,0.0,0.0,0.0,3129344.0,2340212736.0,135651328.0,1313611776.0,4482904064.0,0.0,0.0,4.890,3.090,1.630
31-10 17:03:37,60.396,1.733,37.376,0.248,0.0,0.248,0.0,77824.0,2393927680.0,135651328.0,1313595392.0,4429205504.0,0.0,0.0,4.890,3.090,1.630
31-10 17:03:38,54.839,0.993,44.169,0.0,0.0,0.0,0.0,0.0,2416406528.0,135651328.0,1313234944.0,4407087104.0,0.0,0.0,4.890,3.090,1.630
31-10 17:03:39,54.386,1.003,44.612,0.0,0.0,0.0,0.0,176128.0,2497806336.0,135651328.0,1313787904.0,4325134336.0,0.0,0.0,4.890,3.090,1.630
31-10 17:03:40,57.606,2.743,39.401,0.249,0.0,0.0,0.0,2719744.0,2617085952.0,135651328.0,1313607680.0,4206034944.0,0.0,0.0,4.740,3.080,1.640
31-10 17:03:41,15.365,0.504,83.123,1.008,0.0,0.0,0.0,303104.0,2170040320.0,135659520.0,1313566720.0,4653113344.0,0.0,0.0,4.740,3.080,1.640
31-10 17:03:42,0.0,0.750,99.0,0.250,0.0,0.0,0.0,49152.0,2170863616.0,135667712.0,1313562624.0,4652285952.0,0.0,0.0,4.740,3.080,1.640
31-10 17:03:43,0.754,0.503,98.744,0.0,0.0,0.0,0.0,0.0,2170908672.0,135667712.0,1313792000.0,4652011520.0,0.0,0.0,4.740,3.080,1.640
31-10 17:03:44,1.504,0.251,97.995,0.251,0.0,0.0,0.0,12288.0,2170273792.0,135667712.0,1313792000.0,4652646400.0,0.0,0.0,4.740,3.080,1.640
31-10 17:03:45,0.499,0.249,99.252,0.0,0.0,0.0,0.0,0.0,2170355712.0,135667712.0,1313759232.0,4652597248.0,0.0,0.0,4.360,3.030,1.630
31-10 17:03:46,0.251,0.0,99.749,0.0,0.0,0.0,0.0,36864.0,2170347520.0,135675904.0,1313759232.0,4652597248.0,0.0,0.0,4.360,3.030,1.630
31-10 17:03:47,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,2170347520.0,135675904.0,1313759232.0,4652597248.0,0.0,0.0,4.360,3.030,1.630
31-10 17:03:48,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,2170347520.0,135675904.0,1313759232.0,4652597248.0,0.0,0.0,4.360,3.030,1.630
31-10 17:03:49,0.748,0.748,98.504,0.0,0.0,0.0,0.0,0.0,2170343424.0,135675904.0,1313763328.0,4652597248.0,0.0,0.0,4.360,3.030,1.630
31-10 17:03:50,0.249,0.746,98.756,0.249,0.0,0.0,0.0,49152.0,2170343424.0,135684096.0,1313755136.0,4652597248.0,0.0,0.0,4.010,2.980,1.620
31-10 17:03:51,0.0,0.504,99.496,0.0,0.0,0.0,0.0,0.0,2170335232.0,135684096.0,1313763328.0,4652597248.0,0.0,0.0,4.010,2.980,1.620
31-10 17:03:52,1.247,0.998,97.756,0.0,0.0,0.0,0.0,53248.0,2171088896.0,135692288.0,1313763328.0,4651835392.0,0.0,0.0,4.010,2.980,1.620
31-10 17:03:53,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,2171088896.0,135692288.0,1313763328.0,4651835392.0,0.0,0.0,4.010,2.980,1.620
31-10 17:03:54,0.998,0.499,98.254,0.249,0.0,0.0,0.0,12288.0,2171088896.0,135692288.0,1313763328.0,4651835392.0,0.0,0.0,4.010,2.980,1.620
31-10 17:03:55,0.501,1.003,98.496,0.0,0.0,0.0,0.0,0.0,2171088896.0,135692288.0,1313763328.0,4651835392.0,0.0,0.0,3.690,2.930,1.610
31-10 17:03:56,0.746,0.249,99.005,0.0,0.0,0.0,0.0,0.0,2171088896.0,135692288.0,1313763328.0,4651835392.0,0.0,0.0,3.690,2.930,1.610
31-10 17:03:57,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,2171088896.0,135692288.0,1313763328.0,4651835392.0,0.0,0.0,3.690,2.930,1.610
31-10 17:03:58,0.250,0.500,99.250,0.0,0.0,0.0,0.0,12288.0,2171080704.0,135700480.0,1313763328.0,4651835392.0,0.0,0.0,3.690,2.930,1.610
31-10 17:03:59,0.250,0.500,99.0,0.250,0.0,0.0,0.0,0.0,2171080704.0,135700480.0,1313763328.0,4651835392.0,0.0,0.0,3.690,2.930,1.610
31-10 17:04:00,1.0,0.750,98.250,0.0,0.0,0.0,0.0,40960.0,2171256832.0,135708672.0,1308921856.0,4656492544.0,0.0,0.0,3.390,2.880,1.600
31-10 17:04:01,1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,2171109376.0,135708672.0,1309028352.0,4656533504.0,0.0,0.0,3.390,2.880,1.600
31-10 17:04:02,0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,2171723776.0,135708672.0,1309028352.0,4655919104.0,0.0,0.0,3.390,2.880,1.600
31-10 17:04:03,0.499,0.998,98.254,0.249,0.0,0.0,0.0,0.0,2171527168.0,135708672.0,1308995584.0,4656148480.0,0.0,0.0,3.390,2.880,1.600
31-10 17:04:04,0.748,0.499,98.753,0.0,0.0,0.0,0.0,69632.0,2171518976.0,135725056.0,1308987392.0,4656148480.0,0.0,0.0,3.390,2.880,1.600
31-10 17:04:05,0.251,0.251,99.248,0.251,0.0,0.0,0.0,24576.0,2172198912.0,135725056.0,1308995584.0,4655460352.0,0.0,0.0,3.120,2.840,1.600
31-10 17:04:06,0.499,0.249,99.252,0.0,0.0,0.0,0.0,0.0,2172018688.0,135725056.0,1308995584.0,4655640576.0,0.0,0.0,3.120,2.840,1.600
31-10 17:04:07,0.499,0.998,98.504,0.0,0.0,0.0,0.0,0.0,2172018688.0,135725056.0,1308995584.0,4655640576.0,0.0,0.0,3.120,2.840,1.600
31-10 17:04:08,0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,2172018688.0,135725056.0,1308995584.0,4655640576.0,0.0,0.0,3.120,2.840,1.600
31-10 17:04:09,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,2172018688.0,135725056.0,1308995584.0,4655640576.0,0.0,0.0,3.120,2.840,1.600
31-10 17:04:10,0.499,0.0,99.501,0.0,0.0,0.0,0.0,12288.0,2172297216.0,135733248.0,1308508160.0,4655841280.0,0.0,0.0,2.870,2.790,1.590
31-10 17:04:11,0.0,0.251,99.497,0.251,0.0,0.0,0.0,49152.0,2172162048.0,135741440.0,1308454912.0,4656021504.0,0.0,0.0,2.870,2.790,1.590
31-10 17:04:12,0.748,0.748,98.504,0.0,0.0,0.0,0.0,0.0,2172153856.0,135741440.0,1308463104.0,4656021504.0,0.0,0.0,2.870,2.790,1.590
31-10 17:04:13,0.499,0.499,98.753,0.249,0.0,0.0,0.0,0.0,2171854848.0,135741440.0,1308495872.0,4656287744.0,0.0,0.0,2.870,2.790,1.590
31-10 17:04:14,0.750,1.0,98.250,0.0,0.0,0.0,0.0,12288.0,2171645952.0,135741440.0,1308495872.0,4656496640.0,0.0,0.0,2.870,2.790,1.590
31-10 17:04:15,0.998,0.499,98.504,0.0,0.0,0.0,0.0,0.0,2171678720.0,135741440.0,1308463104.0,4656496640.0,0.0,0.0,2.640,2.740,1.580
31-10 17:04:16,0.250,0.250,99.500,0.0,0.0,0.0,0.0,53248.0,2171670528.0,135749632.0,1308463104.0,4656496640.0,0.0,0.0,2.640,2.740,1.580
31-10 17:04:17,0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,2171670528.0,135749632.0,1308463104.0,4656496640.0,0.0,0.0,2.640,2.740,1.580
31-10 17:04:18,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,2171670528.0,135749632.0,1308463104.0,4656496640.0,0.0,0.0,2.640,2.740,1.580
31-10 17:04:19,0.499,0.249,99.002,0.249,0.0,0.0,0.0,0.0,2171670528.0,135749632.0,1308463104.0,4656496640.0,0.0,0.0,2.640,2.740,1.580
31-10 17:04:20,0.500,0.750,98.750,0.0,0.0,0.0,0.0,40960.0,2171666432.0,135757824.0,1308459008.0,4656496640.0,0.0,0.0,2.430,2.700,1.570
31-10 17:04:21,0.499,0.249,99.002,0.249,0.0,0.0,0.0,0.0,2171658240.0,135757824.0,1308467200.0,4656496640.0,0.0,0.0,2.430,2.700,1.570
31-10 17:04:22,29.146,1.256,69.598,0.0,0.0,0.0,0.0,12288.0,2245820416.0,135766016.0,1313185792.0,4577607680.0,0.0,0.0,2.430,2.700,1.570
31-10 17:04:23,58.250,1.250,40.250,0.250,0.0,0.0,0.0,0.0,2261590016.0,135766016.0,1313361920.0,4561661952.0,0.0,0.0,2.430,2.700,1.570
31-10 17:04:24,63.568,0.754,35.678,0.0,0.0,0.0,0.0,28672.0,2309328896.0,135766016.0,1313341440.0,4513943552.0,0.0,0.0,2.430,2.700,1.570
31-10 17:04:25,58.0,1.250,40.500,0.250,0.0,0.0,0.0,45056.0,2402041856.0,135766016.0,1313333248.0,4421238784.0,0.0,0.0,2.480,2.700,1.580
31-10 17:04:26,58.065,1.241,40.695,0.0,0.0,0.0,0.0,0.0,2406883328.0,135766016.0,1313198080.0,4416532480.0,0.0,0.0,2.480,2.700,1.580
31-10 17:04:27,49.373,0.752,49.875,0.0,0.0,0.0,0.0,212992.0,2496016384.0,135766016.0,1313107968.0,4327489536.0,0.0,0.0,2.480,2.700,1.580
31-10 17:04:28,60.957,1.511,30.730,6.549,0.0,0.252,0.0,3014656.0,2172198912.0,135782400.0,1313325056.0,4651073536.0,0.0,0.0,2.480,2.700,1.580
31-10 17:04:29,40.657,1.263,58.081,0.0,0.0,0.0,0.0,0.0,2253766656.0,135782400.0,1313423360.0,4569407488.0,0.0,0.0,2.480,2.700,1.580
31-10 17:04:30,78.250,2.750,19.0,0.0,0.0,0.0,0.0,0.0,2302947328.0,135782400.0,1313423360.0,4520226816.0,0.0,0.0,2.520,2.710,1.580
31-10 17:04:31,90.727,1.253,7.769,0.251,0.0,0.0,0.0,16384.0,2388881408.0,135782400.0,1313456128.0,4434259968.0,0.0,0.0,2.520,2.710,1.580
31-10 17:04:32,89.975,1.754,8.271,0.0,0.0,0.0,0.0,12288.0,2417295360.0,135782400.0,1313452032.0,4405850112.0,0.0,0.0,2.520,2.710,1.580
31-10 17:04:33,96.758,2.494,0.748,0.0,0.0,0.0,0.0,106496.0,2556510208.0,135790592.0,1313419264.0,4266659840.0,0.0,0.0,2.520,2.710,1.580
31-10 17:04:34,97.487,1.508,1.005,0.0,0.0,0.0,0.0,69632.0,2620653568.0,135798784.0,1313030144.0,4202897408.0,0.0,0.0,2.520,2.710,1.580
31-10 17:04:35,96.482,1.256,2.261,0.0,0.0,0.0,0.0,8192.0,2673971200.0,135798784.0,1313116160.0,4149493760.0,0.0,0.0,2.720,2.750,1.600
31-10 17:04:36,98.005,1.496,0.499,0.0,0.0,0.0,0.0,24576.0,2715275264.0,135798784.0,1313349632.0,4107956224.0,0.0,0.0,2.720,2.750,1.600
31-10 17:04:37,97.487,2.261,0.251,0.0,0.0,0.0,0.0,188416.0,2758283264.0,135798784.0,1313193984.0,4065103872.0,0.0,0.0,2.720,2.750,1.600
31-10 17:04:38,97.744,1.754,0.501,0.0,0.0,0.0,0.0,233472.0,2870661120.0,135806976.0,1313099776.0,3952812032.0,0.0,0.0,2.720,2.750,1.600
31-10 17:04:39,97.0,3.0,0.0,0.0,0.0,0.0,0.0,28672.0,2963214336.0,135806976.0,1312186368.0,3861172224.0,0.0,0.0,2.720,2.750,1.600
